name,country,years,n_participations,medals,birth_year,birth_place,school_at_time,later_career,source
Danil Sibgatullin,RUS,"2020, 2021",2,"S, G",not found,"Kazan, Tatarstan","СУНЦ МГУ (Kolmogorov boarding school, Moscow) — NOT СУНЦ НГУ/Novosibirsk; originally a Kazan lyceum student before transferring",not confirmed (possible MSU mekhmat entrant per 2025 admissions list),[medium] internat.msu.ru/serebro-danila-sibgatullina-na-mezhdunarodnoj-matematicheskoj-olimpiade/
Danila Demin,RUS,2020,1,G,not found,Sochi,Сочинская гимназия №8 — NOT СУНЦ НГУ,Enrolled at MIPT/FPMI after IMO; later research assistant at SPbU Faculty of Mathematics and Computer Science; works in theoretical computer science/algebraic geometry,"[high] https://sochisirius.ru interview ""Мечтаю решить задачи тысячелетия"""
Maksim Turevskii,RUS/RUS-neutral,"2020, 2021, 2022",3,"S, G, G",not found,Saint Petersburg (per prior research),"Presidential Physics and Mathematics Lyceum No. 239, St. Petersburg (later Alferov Academic University Lyceum mentioned)","Studies Mathematics at SPbU; 3x consecutive absolute champion (Grand Grand First Prize) of IMC: 2023, 2024 (99/100), 2025 (perfect 100/100); also ICPC World Finals 2025 champion with SPbU MKN team. Same 2022 neutral-status framing as Bakharev",[medium-high] https://blog.sergeynikolenko.ru/icpc-imc-turevskii/
Aidar Ibragimov,RUS,2021,1,G,not found,Tatarstan (possibly Kazan),"СУНЦ МГУ (Kolmogorov boarding school, Moscow), 2021 graduate — NOT Novosibirsk",not found,[medium] internat.msu.ru/62-ya-mezhdunarodnaya-matematicheskaya-olimpiada/
Andrey Shevtsov,RUS,2021,1,S,not found (~2001-2003),Moscow,"Лицей ""Вторая школа"", Moscow — NOT Novosibirsk","Mathematician-programmer / ML specialist; worked as pricing analyst, later senior analyst, at Yandex.Lavka",[medium] olimpiada.ru/news/21510
Ivan Bakharev,RUS/RUS-neutral,"2021, 2022",2,"G, G",not found,Saint Petersburg (per prior research),"Presidential Physics and Mathematics Lyceum No. 239, St. Petersburg",Studies Mathematics at SPbU; SPbU IMC team Grand First Prize 2023 and 2024. On 2022 status: RF outlets (nplus1.ru) describe Russian IMO-2022 competitors as having competed remotely/individually without national flag after the team was suspended; Russia's unofficial team score (217 pts) was excluded from the official ranking,[medium-high] https://nplus1.ru/news/2022/03/26/no-imo
Matvei Isupov,RUS,2021,1,G,not found,"Izhevsk, Udmurtia","Лицей №41, Izhevsk — NOT Novosibirsk",Studies at SPbU; part of SPbU's IMC-2024-winning team,[medium] olimpiada.ru/news/21510
Alexander Skvortsov,RUS,2026,1,S,not found,Saint Petersburg,"Президентский физико-математический лицей №239, St. Petersburg — NOT Novosibirsk",Graduating; plans to enter SPbU Faculty of Mathematics and Computer Science (classmate of gold medalist Kravchenko),[high] tvspb.ru (Skvortsov interview)
Andrey Shishko,RUS,2026,1,G,not found,Moscow,"Лицей ""Вторая школа"" им. В.Ф. Овчинникова, Moscow — NOT Novosibirsk","Repeat medalist: 2025 gold at Chinese National Mathematical Olympiad, 2026 medal at Romanian Master of Mathematics, then IMO 2026 gold; still finishing school",[medium] vk.com/wall-189825613_105250
Arina Prokudina,RUS,2026,1,G,not found,Chelyabinsk,"Физико-математический лицей №31, Chelyabinsk — NOT Novosibirsk",Recent gold medalist; still a schoolgirl at time of competition,[high] chip.chel-edu.ru
Dmitrii Grishko,RUS/RUS-neutral,"2025, 2026",2,"G, G",not found,Moscow (school location),"School No. 57, Moscow, math-track class (NOT Novosibirsk)","Gold at IMO 2025 (as unaffiliated/neutral Russian participant, 36 pts) then gold again at IMO 2026 in Shanghai as official RUS team member (after Russia's membership was reinstated); also RMM 2026 gold and multiple All-Russian Olympiad wins (math, informatics, physics)",[medium] https://habr.com/ru/news/1060640/
Maksim Bolshakov,RUS,2026,1,S,not found,"Kazan, Tatarstan","Лицей-интернат №2, Kazan (Moskovsky district)","Recent silver; prior gold at Chinese National Mathematical Olympiad, silver at Romanian Master of Mathematics 2026; still in 11th grade",[high] kazved.ru
Roman Kravchenko,RUS,2026,1,G,not found,"Novorossiysk, Krasnodar Krai (started school there)","Президентский физико-математический лицей №239, St. Petersburg (transferred from Технико-экономический лицей Новороссийска) — NOT Novosibirsk",Recent gold; plans to enter SPbU alongside classmate/teammate Skvortsov,[high] nia-spb.ru
Galiia Sharafetdinova,RUS-neutral,2022,1,G,~2004-2005 (age 17 at IMO 2022),Kazan,"Lyceum No. 131, Kazan (NOT SUNTs NGU)","Studied at SPbGU, Faculty of Mathematics; later deputy head of Russian team at EGMO 2023",[medium] https://kazan.aif.ru/politic/vladimir_putin_pozdravil_shkolnicu_iz_kazani_s_pobedoy_v_olimpiade
Taisiia Korotchenko,RUS-neutral,2022,1,S,not found,"not found (attended Lyceum 239 in St. Petersburg since 5th grade, following older brother)","Presidential Physics and Mathematics Lyceum No. 239, St. Petersburg (NOT SUNTs NGU)","Enrolled at SPbGU, Faculty of Mathematics and Computer Science; became a supplementary-education teacher at Lyceum 239",[medium] https://www.sobaka.ru/city/science/153372
Roman Kuznetsov,RUS-neutral,"2022, 2023",2,"S, G",not found (10th grade at Lyceum 239 in 2022),not found,"Presidential Physics and Mathematics Lyceum No. 239, St. Petersburg (NOT SUNTs NGU)","Student at SPbGU Faculty of Mathematics and Computer Science, program ""Mathematics""; part of SPbGU team awarded First Prize at IMC-2024 in Blagoevgrad, Bulgaria",[medium] https://spbu.ru/news-events/novosti/studenty-spbgu-pobediteli-mezhdunarodnoy-matematicheskoy-olimpiady-imc-2024
Denis Mustafin,RUS-neutral,2022,1,S,not found,Moscow (school-based; exact birthplace not found),"Lyceum ""Vtoraya Shkola"" (Second School), Moscow (NOT SUNTs NGU)","First-year student at MIPT, FPMI (Phystech School of Applied Mathematics and Informatics)",[medium] https://mipt.ru/education/departments/fpmi/news/pozdravlyaem_pervokursnikov_fpmi_zavoevavshikh_zolotye_i_serebryanye_medali_na_mezhdunarodnykh_olimp
Aleksandr Gnusov,RUS-neutral,2023,1,G,not found,Kirov (region),"Kirov Physics and Mathematics Lyceum, Kirov (NOT SUNTs NGU)","Enrolled at SPbGU, Faculty of Mathematics and Computer Science; recommended for ""Mathematical Progression"" scholarship, fall 2024/2025",[medium] https://kirovpravda.ru/kirovchanin-aleksandr-gnusov-zavoeval-zoloto-na-mezhdunarodnyh-sorevnovaniyah-v-yaponii/
Alisa Volkova,RUS-neutral,2023,1,G,not found,not found,"Presidential Physics and Mathematics Lyceum No. 239, St. Petersburg (NOT SUNTs NGU)","Listed in SPbGU Pure research portal (Mathematics, code CB.5000.2023), implying enrollment at SPbGU Faculty of Mathematics and Computer Science",[low-medium] https://pureportal.spbu.ru/ru/persons/--(49a97dcc-f317-450c-aab6-e6d05e3304b2).html
Ratibor Koptilin,RUS-neutral,"2023, 2024",2,"G, G","not found (9th grade in 2023, youngest on the team; 10th grade in 2024)",Novosibirsk,"СУНЦ НГУ (ФМШ), Novosibirsk — CONFIRMED",Still a schoolboy as of 2024 (10th grade at СУНЦ НГУ); met PM Mishustin in 2023; also won gold at Chinese national olympiad (Dec 2023) and Romanian Master of Mathematics,[high] https://sesc.nsu.ru/media/news/obrazovanie/3832655/
Eldar Khisamutdinov,RUS-neutral,2023,1,G,not found,not found,"Presidential Physics and Mathematics Lyceum No. 239, St. Petersburg (NOT SUNTs NGU)","First-year (Nov 2023) bachelor's student at SPbGU, program Mathematics; St. Petersburg government scholarship (2023); by 2025, member of SPbGU team winning gold at IMC-2025",[medium-high] https://spbu.ru/news-events/novosti/spbgu-v-shestoy-raz-stal-pobeditelem-imc-2025-studenty-zavoevali-zoloto
Pavel Prozorov,RUS-neutral,2023,1,S,not found,not found,"Lyceum No. 533 ""Educational Complex 'Malaya Okhta'"", St. Petersburg (NOT SUNTs NGU)",Had already published scientific articles at time of IMO (2023); no confirmed university enrollment found,[low] https://siriusmag.ru/articles/1476-vospitanniki-siriusa-zavoevali-pat-zolotyh-medalej-na-mezdunarodnoj-ma/
Ivan Chasovskikh,RUS-neutral,"2024, 2025",2,"G, G",not found,"Khimki, Moscow Oblast (residence; birthplace not separately confirmed)","School No. 14, Khimki, Moscow Oblast (NOT СУНЦ НГУ)","Graduated 11th grade 2025; plans to enter MIPT for theoretical mathematics; became absolute world #1 with a perfect score (42/42) at IMO 2025 after gold (40/42, #2 world) at IMO 2024",[medium] https://mosregtoday.ru/news/obrazovanie/pobeditel-mezhdunarodnoj-olimpiady-iz-himok-podelilsja-pervymi-emotsijami/
Egor Saprunov,RUS-neutral,2024,1,G,not found,Saint Petersburg (school location),"Presidential Physics-Mathematics Lyceum No. 239, St. Petersburg (NOT Novosibirsk)","Won gold at IMO 2024 (31 pts), first international competition; earlier (2023) won silver at Chinese Mathematical Olympiad with Fyodor Nikitin and Mikhail Iugov",[medium] https://nplus1.ru/news/2024/07/22/imo-2024
Tseren Frantsuzov,RUS-neutral,2024,1,G,not found,Saint Petersburg (school location; no source confirms Buryat/Kalmyk regional origin),"Presidential Physics-Mathematics Lyceum No. 239, St. Petersburg (NOT Novosibirsk)",Prize-winner at All-Russian School Olympiad in math 2022 as a Lyceum 239 student; won IMO 2024 gold (29 pts) and RMM gold same period,[medium] https://nplus1.ru/news/2024/07/22/imo-2024
Mikhail Iugov,RUS-neutral,2024,1,S,not found,Saint Petersburg (school location),"Presidential Physics-Mathematics Lyceum No. 239, St. Petersburg (NOT Novosibirsk)",Won IMO 2024 silver (28 pts); earlier (2023) won CMO silver alongside Saprunov and Nikitin,[medium] https://olimpiada.ru/news/27600
Ilya Zamotorin,RUS-neutral,"2024, 2025",2,"S, G",not found,Saint Petersburg (school location),"Presidential Physics-Mathematics Lyceum No. 239, St. Petersburg, class 11-1 (NOT Novosibirsk)",Silver at IMO 2024 (27 pts) to gold at IMO 2025 (35 pts); also CMO 2024 gold and RMM 2025 gold; joined a school math club in 5th grade,[medium] https://www.edu.ru/person/put-k-pobede-kak-rossiyskie-shkolniki-gotovyatsya-/2/
Vasilii Patrushev,RUS-neutral,2025,1,G,not found,Vladivostok (per coach interview; not stated whether birth city or just residence),"School No. 9 with in-depth Chinese-language study, Vladivostok (NOT Novosibirsk)","Graduated school 2025; attended Summer School ""Sovremennaya Matematika"" in Dubna; leaning toward MIPT (fundamental mathematics); earlier RMM 2025 silver and CMO 2024 medal",[medium] https://www.newsvl.ru/vlad/2025/07/22/232903/
Artem Sadykov,RUS-neutral,2025,1,G,not found,Chelyabinsk Oblast (school location),"Physics-Mathematics Lyceum No. 31, Chelyabinsk (NOT Novosibirsk)",Prize-winner at 2022/23 All-Russian Olympiad as a 9th-grader; RMM 2025 silver alongside Patrushev; IMO 2025 medal (35 pts),[medium] http://government.ru/news/55702/
Ivan Kokarev,RUS-neutral,2025,1,S,not found,Chelyabinsk Oblast (school location),"Physics-Mathematics Lyceum No. 31, Chelyabinsk (NOT Novosibirsk)",Prize-winner at 2022/23 All-Russian Olympiad as an 8th-grader; won IMO 2025 silver (33 pts); also a CMO silver medalist,[medium] https://pchela.news/news/detail/45367
